movie_title,movie_imdb_link,color,genre_4,duration,gross,genre_1,genre_2,genre_3,num_voted_users,facenumber_in_poster,language,country,content_rating,title_year,imdb_score
Repo! The Genetic Opera ,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,Color,,150.0,140244.0,Horror,Musical,Sci-Fi,20419,1,English,USA,R,2008.0,6.7
Obvious Child ,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,Color,,84.0,,Comedy,Drama,,16594,1,English,USA,R,2014.0,6.8
Swing Vote ,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,Color,,120.0,,Comedy,Drama,,15079,1,English,USA,PG-13,2008.0,6.1
Orgazmo ,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,Color,,92.0,,Comedy,Sci-Fi,,30396,0,English,USA,NC-17,1997.0,6.2
Krrish ,http://www.imdb.com/title/tt0432637/?ref_=fn_tt_tt_1,Color,Sci-Fi,168.0,,Action,Adventure,Romance,12411,0,Hindi,India,Not Rated,2006.0,6.3
5 Days of War ,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,Color,,113.0,,Action,Drama,War,12128,9,English,Georgia,R,2011.0,5.6
Mad Max: Fury Road ,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,Color,Thriller,120.0,,Action,Adventure,Sci-Fi,552503,0,English,Australia,R,2015.0,8.1
In Good Company ,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,Color,,109.0,,Comedy,Drama,Romance,48973,2,English,USA,PG-13,2004.0,6.5
Ip Man 3 ,http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1,Color,History,105.0,2126511.0,Action,Biography,Drama,21912,0,Cantonese,Hong Kong,PG-13,2015.0,7.2
Chicken Tikka Masala ,http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1,Color,,90.0,,Comedy,Drama,Romance,480,3,English,UK,,2005.0,5.8
Sarah's Key ,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,Color,,111.0,,Drama,War,,12937,2,French,France,PG-13,2010.0,7.5
Spirit: Stallion of the Cimarron ,http://www.imdb.com/title/tt0166813/?ref_=fn_tt_tt_1,Color,Western,83.0,,Adventure,Animation,Family,44143,0,English,USA,G,2002.0,7.0
JFK ,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1, Black and White,,206.0,,Drama,History,Thriller,113472,1,English,France,R,1991.0,8.0
I Spit on Your Grave ,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,Color,,105.0,,Horror,Thriller,,56402,0,English,USA,R,2010.0,6.3
Gun Shy ,http://www.imdb.com/title/tt0171356/?ref_=fn_tt_tt_1,Color,,101.0,,Comedy,Crime,Romance,5936,0,English,USA,R,2000.0,5.7
Kung Fu Panda 3 ,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,Color,Comedy,95.0,,Action,Adventure,Animation,64322,0,English,USA,PG,2016.0,7.2
Victor Frankenstein ,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,Color,Thriller,110.0,,Drama,Horror,Sci-Fi,28618,2,English,USA,PG-13,2015.0,6.0
The Lovers ,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,Color,Sci-Fi,109.0,,Action,Adventure,Romance,2138,3,English,Belgium,R,2015.0,4.5
Charlie Bartlett ,http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1,Color,,97.0,,Comedy,Drama,Romance,56654,5,English,USA,R,2007.0,7.0
Stomp the Yard ,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,Color,,109.0,61356221.0,Drama,Music,Romance,19505,0,English,USA,PG-13,2007.0,5.2
Menace II Society ,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1,Color,,97.0,,Crime,Drama,Thriller,39508,2,English,USA,R,1993.0,7.5
The Circle ,http://www.imdb.com/title/tt0255094/?ref_=fn_tt_tt_1,Color,,90.0,,Drama,,,4555,0,Persian,Iran,Not Rated,2000.0,7.5
From Hell ,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,Color,,122.0,,Horror,Mystery,Thriller,124765,1,English,USA,R,2001.0,6.8
Duel in the Sun ,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,Color,,144.0,20400000.0,Drama,Romance,Western,6304,0,English,USA,Unrated,1946.0,6.9
The Devil's Advocate ,http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1,Color,,136.0,,Drama,Mystery,Thriller,259519,2,English,USA,R,1997.0,7.5
Jack Brooks: Monster Slayer ,http://www.imdb.com/title/tt0816539/?ref_=fn_tt_tt_1,Color,,90.0,,Action,Comedy,Horror,5187,2,English,Canada,R,2007.0,6.0
The Lives of Others ,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,Color,,137.0,,Drama,Thriller,,259379,3,German,Germany,R,2006.0,8.5
The Gatekeepers ,http://www.imdb.com/title/tt2309788/?ref_=fn_tt_tt_1,Color,,101.0,,Documentary,War,,4547,3,Hebrew,Israel,PG-13,2012.0,7.6
Silver Linings Playbook ,http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1,Color,,122.0,,Comedy,Drama,Romance,533607,0,English,USA,R,2012.0,7.8
The Work and the Story ,http://www.imdb.com/title/tt0339921/?ref_=fn_tt_tt_1,Color,,77.0,,Comedy,,,98,0,English,USA,,2003.0,5.7
The Hit List ,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,Color,,90.0,,Action,Thriller,,10196,1,English,USA,R,2011.0,5.4
Conan the Barbarian ,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,Color,,129.0,37567440.0,Adventure,Fantasy,,113068,0,English,USA,R,1982.0,6.9
The Muppet Christmas Carol ,http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1,Color,Fantasy,89.0,,Comedy,Drama,Family,33850,0,English,USA,G,1992.0,7.7
In Too Deep ,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,Color,,95.0,,Crime,Drama,Thriller,4598,1,English,USA,R,1999.0,6.1
The Prisoner of Zenda ,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1, Black and White,,101.0,,Adventure,Drama,Romance,3256,2,English,USA,Approved,1937.0,7.8
Just Looking ,http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1,Color,,97.0,,Comedy,Drama,,1238,1,English,USA,R,1999.0,6.7
Clockstoppers ,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,Color,Sci-Fi,94.0,,Action,Adventure,Comedy,11212,0,English,USA,PG,2002.0,5.2
"Dancer, Texas Pop. 81 ",http://www.imdb.com/title/tt0118925/?ref_=fn_tt_tt_1,Color,,97.0,565592.0,Comedy,Drama,Family,2189,0,English,USA,PG,1998.0,6.8
Can't Hardly Wait ,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,Color,,100.0,,Comedy,Romance,,37885,4,English,USA,PG-13,1998.0,6.5
The Hobbit: An Unexpected Journey ,http://www.imdb.com/title/tt0903624/?ref_=fn_tt_tt_1,Color,,182.0,303001229.0,Adventure,Fantasy,,637246,,English,USA,PG-13,2012.0,7.9
Deadline - U.S.A. ,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1, Black and White,,87.0,,Crime,Drama,Film-Noir,1756,0,English,USA,,1952.0,7.2
Death to Smoochy ,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1,Color,Thriller,109.0,,Comedy,Crime,Drama,34730,2,English,UK,R,2002.0,6.4
Mad Max 2: The Road Warrior ,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1, Black and White,Thriller,87.0,,Action,Adventure,Sci-Fi,133966,0,English,Australia,R,1981.0,7.6
In the Heart of the Sea ,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1,Color,Drama,122.0,24985612.0,Action,Adventure,Biography,71782,0,English,USA,PG-13,2015.0,7.0
Finishing the Game: The Search for a New Bruce Lee ,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,Color,,84.0,,Comedy,,,1656,0,English,USA,Not Rated,2007.0,6.2
Blood and Wine ,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,Color,,101.0,,Crime,Drama,Thriller,7772,3,English,USA,R,1996.0,6.1
Extract ,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,Color,,92.0,,Comedy,Crime,Romance,37530,6,English,USA,R,2009.0,6.2
Head of State ,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,Color,,95.0,37788228.0,Comedy,,,15046,1,English,USA,PG-13,2003.0,5.4
The Blue Butterfly ,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,Color,,97.0,,Adventure,Drama,,1337,1,English,Canada,PG,2004.0,6.3
Prophecy ,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1,Color,,102.0,,Horror,Sci-Fi,,3000,1,English,USA,PG,1979.0,5.4
One Man's Hero ,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,Color,Romance,121.0,,Action,Drama,History,899,2,English,Spain,R,1999.0,6.2
On the Downlow ,http://www.imdb.com/title/tt0390323/?ref_=fn_tt_tt_1,Color,,84.0,,Drama,,,156,2,English,USA,,2004.0,6.1
Vicky Cristina Barcelona ,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,Color,,96.0,,Drama,Romance,,198111,0,English,Spain,PG-13,2008.0,7.2
Luminarias ,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,Color,,100.0,,Comedy,Romance,,505,1,English,USA,R,2000.0,3.6
Aliens ,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,Color,,154.0,,Action,Adventure,Sci-Fi,488537,1,English,USA,R,1986.0,8.4
Facing the Giants ,http://www.imdb.com/title/tt0805526/?ref_=fn_tt_tt_1,Color,,111.0,,Drama,Sport,,12399,0,English,USA,PG,2006.0,6.7
Sicario ,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,Color,Mystery,121.0,46875468.0,Action,Crime,Drama,196217,2,English,USA,R,2015.0,7.6
My Beautiful Laundrette ,http://www.imdb.com/title/tt0091578/?ref_=fn_tt_tt_1,Color,,97.0,,Comedy,Drama,Romance,10577,1,English,UK,R,1985.0,6.9
Trance ,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,Color,Thriller,101.0,,Crime,Drama,Mystery,92640,0,English,UK,R,2013.0,7.0
The Man from Snowy River ,http://www.imdb.com/title/tt0084296/?ref_=fn_tt_tt_1,Color,Romance,102.0,,Adventure,Drama,Family,5894,0,English,Australia,PG,1982.0,7.3
The Looking Glass ,http://www.imdb.com/title/tt2912776/?ref_=fn_tt_tt_1,Color,,110.0,1711.0,Drama,Music,,82,0,English,USA,,2015.0,6.6
Elizabethtown ,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,Color,,123.0,26838389.0,Comedy,Drama,Romance,58658,0,English,USA,PG-13,2005.0,6.4
Almost Famous ,http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1,Color,Music,152.0,,Adventure,Comedy,Drama,207287,1,English,USA,R,2000.0,7.9
Crocodile Dundee in Los Angeles ,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,Color,,92.0,,Adventure,Comedy,Crime,19699,0,English,Australia,PG,2001.0,4.8
Swingers ,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1,Color,,96.0,,Comedy,Drama,,63951,0,English,USA,R,1996.0,7.4
13 Hours ,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,Color,War,144.0,52822418.0,Action,Drama,Thriller,47764,0,English,USA,R,2016.0,7.4
Must Love Dogs ,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,Color,,98.0,43894863.0,Comedy,Romance,,25883,2,English,USA,PG-13,2005.0,5.9
Waltz with Bashir ,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,Color,Drama,90.0,2283276.0,Animation,Biography,Documentary,46107,0,Hebrew,Israel,R,2008.0,8.0
Freaky Deaky ,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,,,90.0,,Comedy,Crime,Thriller,6741,0,English,USA,R,2012.0,6.5
The Barbarian Invasions ,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,Color,Mystery,112.0,,Comedy,Crime,Drama,24921,2,French,Canada,R,2003.0,7.7
Inside Man ,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1,Color,Thriller,129.0,,Crime,Drama,Mystery,273108,2,English,USA,R,2006.0,7.6
The Fog ,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,Color,,89.0,,Fantasy,Horror,,46493,0,English,USA,R,1980.0,6.8
Rocky ,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,Color,,145.0,,Drama,Sport,,375240,0,English,USA,PG,1976.0,8.1
The Time Machine ,http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1,Color,,96.0,,Action,Adventure,Sci-Fi,103787,0,English,USA,PG-13,2002.0,5.9
Half Nelson ,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,Color,,106.0,,Drama,,,70885,2,English,USA,R,2006.0,7.2
Perception             ,http://www.imdb.com/title/tt1714204/?ref_=fn_tt_tt_1,Color,Thriller,42.0,,Crime,Drama,Mystery,15612,1,English,USA,TV-14,,7.5
Graduation Day ,http://www.imdb.com/title/tt0082467/?ref_=fn_tt_tt_1,Color,,96.0,,Horror,Mystery,,1905,0,English,USA,R,1981.0,4.5
The Trouble with Harry ,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,Color,,99.0,,Comedy,Mystery,Romance,24891,0,English,USA,Approved,1955.0,7.2
10 Things I Hate About You ,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,Color,,97.0,38176108.0,Comedy,Drama,Romance,222099,6,English,USA,PG-13,1999.0,7.2
An Inconvenient Truth ,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,Color,,96.0,,Documentary,,,67654,0,English,USA,PG,2006.0,7.5
Psycho ,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1, Black and White,,108.0,32000000.0,Horror,Mystery,Thriller,422432,2,English,USA,R,1960.0,8.5
Soul Kitchen ,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,Color,,99.0,,Comedy,Drama,,29203,3,German,Germany,,2009.0,7.3
Good Dick ,http://www.imdb.com/title/tt0944101/?ref_=fn_tt_tt_1,Color,,86.0,15542.0,Comedy,Drama,Romance,6689,0,English,USA,R,2008.0,6.5
The Longest Yard ,http://www.imdb.com/title/tt0398165/?ref_=fn_tt_tt_1,Color,,113.0,158115031.0,Comedy,Crime,Sport,130070,11,English,USA,PG-13,2005.0,6.4
Ghost World ,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,Color,,111.0,,Comedy,Drama,,96129,0,English,USA,R,2001.0,7.4
Absentia ,http://www.imdb.com/title/tt1610996/?ref_=fn_tt_tt_1,Color,,87.0,,Drama,Horror,Mystery,13065,0,English,USA,R,2011.0,5.8
Batman: The Movie ,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,Color,,105.0,,Adventure,Comedy,Family,22975,1,English,USA,Approved,1966.0,6.5
Colombiana ,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,Color,Thriller,112.0,,Action,Crime,Drama,76498,0,English,France,PG-13,2011.0,6.4
Men of War ,http://www.imdb.com/title/tt0110490/?ref_=fn_tt_tt_1,Color,,76.0,,Action,Drama,Thriller,2989,1,English,USA,R,1994.0,5.8
Out of Africa ,http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,Color,,161.0,,Biography,Drama,Romance,52339,0,English,USA,PG,1985.0,7.2
Wild Wild West ,http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,Color,Western,106.0,,Action,Comedy,Sci-Fi,129601,2,English,USA,PG-13,1999.0,4.8
Home Movies             ,http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1,Color,,22.0,,Animation,Comedy,Drama,7458,0,English,USA,TV-PG,,8.2
Once Upon a Time in Mexico ,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,Color,,102.0,55845943.0,Action,Crime,Thriller,130094,1,English,USA,R,2003.0,6.4
The Wolf of Wall Street ,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,Color,Drama,240.0,116866727.0,Biography,Comedy,Crime,780588,3,English,USA,R,2013.0,8.2
The Three Stooges ,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,Color,,92.0,,Comedy,,,25484,0,English,USA,PG,2012.0,5.1
Sleepover ,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,Color,,89.0,8070311.0,Comedy,Romance,,12706,9,English,USA,PG,2004.0,5.3
My Stepmother Is an Alien ,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,Color,,105.0,,Comedy,Romance,Sci-Fi,21079,0,English,USA,PG-13,1988.0,5.2
Celebrity ,http://www.imdb.com/title/tt0120533/?ref_=fn_tt_tt_1, Black and White,,113.0,,Comedy,Drama,,20576,0,English,USA,R,1998.0,6.3
Juwanna Mann ,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,Color,Sport,91.0,13571817.0,Comedy,Drama,Romance,5312,3,English,USA,PG-13,2002.0,4.5
Zack and Miri Make a Porno ,http://www.imdb.com/title/tt1007028/?ref_=fn_tt_tt_1,Color,,101.0,,Comedy,Romance,,149835,7,English,USA,R,2008.0,6.6
City of Life and Death ,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1, Black and White,,132.0,,Drama,History,War,8429,0,Mandarin,China,R,2009.0,7.7
Just Go with It ,http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1,Color,,117.0,,Comedy,Romance,,172878,1,English,USA,PG-13,2011.0,6.4
Stealing Harvard ,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,Color,,85.0,13973532.0,Comedy,Crime,,11211,1,English,USA,PG-13,2002.0,5.1
Teeth and Blood ,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1,Color,,96.0,,Horror,,,24,0,English,USA,,2015.0,4.3
The Impossible ,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,Color,,114.0,18996755.0,Drama,Thriller,,145270,0,English,Spain,PG-13,2012.0,7.6
Armageddon ,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,Color,Thriller,153.0,,Action,Adventure,Sci-Fi,322395,0,English,USA,PG-13,1998.0,6.6
A Plague So Pleasant ,http://www.imdb.com/title/tt2107644/?ref_=fn_tt_tt_1,Color,,76.0,,Drama,Horror,Thriller,38,0,English,USA,,2013.0,6.3
Forty Shades of Blue ,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,Color,,108.0,,Drama,Music,Romance,1134,0,English,USA,R,2005.0,6.0
Miami Vice             ,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,Color,Mystery,60.0,,Action,Crime,Drama,16769,2,English,USA,TV-14,,7.5
After ,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,Color,Thriller,90.0,,Fantasy,Horror,Mystery,3699,0,English,USA,PG-13,2012.0,5.4
The Great Escape ,http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1,Color,Thriller,172.0,,Adventure,Drama,History,165638,0,English,USA,Approved,1963.0,8.3
From Here to Eternity ,http://www.imdb.com/title/tt0045793/?ref_=fn_tt_tt_1, Black and White,,118.0,,Drama,Romance,War,33987,5,English,USA,Not Rated,1953.0,7.8
Best in Show ,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,Color,,90.0,,Comedy,,,45859,9,English,USA,PG-13,2000.0,7.5
Riddick ,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,Color,,127.0,,Action,Sci-Fi,Thriller,125305,0,English,USA,R,2013.0,6.4
Pineapple Express ,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,Color,,117.0,,Action,Comedy,Crime,255257,3,English,USA,R,2008.0,7.0
The Tree of Life ,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,Color,,139.0,13303319.0,Drama,Fantasy,,136367,0,English,USA,PG-13,2011.0,6.7
Rotor DR1 ,http://www.imdb.com/title/tt4162992/?ref_=fn_tt_tt_1,Color,,98.0,,Family,Sci-Fi,,209,2,English,USA,,2015.0,3.4
Lords of Dogtown ,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,Color,,107.0,11008432.0,Biography,Drama,Sport,43903,0,English,USA,PG-13,2005.0,7.1
Music and Lyrics ,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,Color,,95.0,,Comedy,Music,Romance,81334,4,English,USA,PG-13,2007.0,6.5
"The Good, the Bad, the Weird ",http://www.imdb.com/title/tt0901487/?ref_=fn_tt_tt_1,Color,Western,135.0,128486.0,Action,Adventure,Comedy,26156,0,Korean,South Korea,R,2008.0,7.3
Tea with Mussolini ,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,Color,,117.0,14348123.0,Comedy,Drama,War,9323,6,English,Italy,PG,1999.0,6.9
The Last Big Thing ,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,Color,,98.0,,Comedy,Drama,,334,1,English,USA,R,1996.0,6.9
Butch Cassidy and the Sundance Kid ,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,Color,Western,110.0,,Biography,Crime,Drama,152089,1,English,USA,M,1969.0,8.1
Rachel Getting Married ,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1,Color,,113.0,,Drama,Romance,,41226,1,English,USA,R,2008.0,6.7
Rize ,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,Color,,86.0,3278611.0,Documentary,Music,,2877,0,English,USA,PG-13,2005.0,7.1
Hoot ,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,Color,,91.0,8080116.0,Adventure,Comedy,Family,6562,0,English,USA,PG,2006.0,5.6
An Alan Smithee Film: Burn Hollywood Burn ,http://www.imdb.com/title/tt0118577/?ref_=fn_tt_tt_1,Color,,86.0,,Comedy,,,2971,0,English,USA,R,1997.0,3.5
Unfaithful ,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1,Color,,124.0,52752475.0,Drama,Thriller,,63067,0,English,USA,R,2002.0,6.7
There Will Be Blood ,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,Color,,158.0,40218903.0,Drama,,,372990,0,English,USA,R,2007.0,8.1
I Am Love ,http://www.imdb.com/title/tt1226236/?ref_=fn_tt_tt_1,Color,,120.0,,Drama,Romance,,14031,1,Italian,Italy,R,2009.0,7.0
City of Ghosts ,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,Color,,116.0,,Crime,Drama,Thriller,4387,0,English,USA,R,2002.0,6.0
Freddy Got Fingered ,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,Color,,87.0,,Comedy,,,39788,1,English,USA,R,2001.0,4.5
Hairspray ,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1,Color,Music,117.0,,Comedy,Drama,Family,98693,9,English,USA,PG,2007.0,6.7
American Pie 2 ,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,Color,,108.0,145096820.0,Comedy,,,200260,0,English,USA,R,2001.0,6.4
Jeepers Creepers ,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,Color,,90.0,,Horror,Mystery,,86890,0,English,Germany,R,2001.0,6.1
A Walk on the Moon ,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,Color,,107.0,4741987.0,Drama,,,6782,1,English,USA,R,1999.0,6.6
"Blood In, Blood Out ",http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,Color,,330.0,4496583.0,Crime,Drama,,23181,2,English,USA,R,1993.0,8.0
Shallow Hal ,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,Color,Romance,114.0,70836296.0,Comedy,Drama,Fantasy,109445,2,English,USA,PG-13,2001.0,5.9
Ninja Assassin ,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1,Color,,99.0,,Action,Crime,Thriller,58349,0,English,USA,R,2009.0,6.4
Rudderless ,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,Color,,105.0,,Comedy,Drama,Music,12672,1,English,USA,R,2014.0,7.5
Se7en ,http://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1,Color,Thriller,127.0,,Crime,Drama,Mystery,1023511,0,English,USA,R,1995.0,8.6
Jackass Number Two ,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,Color,,92.0,,Action,Comedy,Documentary,56595,0,English,USA,R,2006.0,7.1
The Finest Hours ,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,Color,Thriller,117.0,27550735.0,Action,Drama,History,27481,0,English,USA,PG-13,2016.0,6.8
Mystic Pizza ,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,Color,,104.0,12793213.0,Comedy,Drama,Romance,18286,4,English,USA,R,1988.0,6.2
Shark Tale ,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,Color,Family,90.0,,Adventure,Animation,Comedy,132415,0,English,USA,PG,2004.0,6.0
Partition ,http://www.imdb.com/title/tt0213985/?ref_=fn_tt_tt_1,Color,,116.0,,Drama,Romance,,2223,2,English,Canada,R,2007.0,7.0
15 Minutes ,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,Color,Thriller,120.0,,Action,Crime,Drama,42547,1,English,USA,R,2001.0,6.1
Snakes on a Plane ,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,Color,Drama,105.0,,Action,Adventure,Crime,115649,0,English,Germany,R,2006.0,5.6
Bandits ,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,Color,Romance,123.0,,Comedy,Crime,Drama,57038,2,English,USA,PG-13,2001.0,6.6
Legally Blonde ,http://www.imdb.com/title/tt0250494/?ref_=fn_tt_tt_1,Color,,96.0,,Comedy,Romance,,131801,1,English,USA,PG-13,2001.0,6.2
The Apartment ,http://www.imdb.com/title/tt0053604/?ref_=fn_tt_tt_1, Black and White,,125.0,,Comedy,Drama,Romance,109335,2,English,USA,Approved,1960.0,8.3
The Hills Have Eyes II ,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,Color,,89.0,20801344.0,Horror,,,49721,0,English,USA,R,2007.0,5.1
Raging Bull ,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1, Black and White,,121.0,,Biography,Drama,Sport,235133,1,English,USA,R,1980.0,8.3
Fury ,http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,Color,,134.0,85707116.0,Action,Drama,War,303185,4,English,USA,R,2014.0,7.6
Karachi se Lahore ,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,Color,,,,Comedy,Family,,876,9,Urdu,Pakistan,,2015.0,7.0
Little Big Top ,http://www.imdb.com/title/tt0469690/?ref_=fn_tt_tt_1,Color,,83.0,,Comedy,,,110,0,English,USA,,2006.0,6.5
Alex & Emma ,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,Color,,96.0,14208384.0,Comedy,Romance,,11520,2,English,USA,PG-13,2003.0,5.6
